[2009/05/11 09:05:00] 94
[2009/05/11 09:06:00] 93
[2009/05/11 09:07:00] 93
[2009/05/11 09:08:00] 92
[2009/05/11 09:09:00] 91
[2009/05/11 09:10:00] 90
[2009/05/11 09:11:00] 90
[2009/05/11 09:12:00] 89
[2009/05/11 09:13:00] 88
[2009/05/11 09:14:00] 87
[2009/05/11 09:15:00] 86
[2009/05/11 09:16:00] 85
[2009/05/11 09:17:00] 84
[2009/05/11 09:18:00] 83
[2009/05/11 09:19:00] 82
[2009/05/11 09:20:00] 80
[2009/05/11 09:21:00] 79
[2009/05/11 09:22:00] 78
[2009/05/11 09:23:00] 77
[2009/05/11 09:24:00] 75
[2009/05/11 09:25:00] 74
[2009/05/11 09:26:00] 73
[2009/05/11 09:27:00] 71
[2009/05/11 09:28:00] 70
[2009/05/11 09:29:00] 69
[2009/05/11 09:30:00] 67
[2009/05/11 09:31:00] 66
[2009/05/11 09:32:00] 64
[2009/05/11 09:33:00] 63
[2009/05/11 09:34:00] 61
[2009/05/11 09:35:00] 59
[2009/05/11 09:36:00] 58
[2009/05/11 09:37:00] 56
[2009/05/11 09:38:00] 54
[2009/05/11 09:39:00] 53
[2009/05/11 09:40:00] 51
[2009/05/11 09:41:00] 49
[2009/05/11 09:42:00] 48
[2009/05/11 09:43:00] 46
[2009/05/11 09:44:00] 44
[2009/05/11 09:45:00] 42
[2009/05/11 09:46:00] 40
[2009/05/11 09:47:00] 39
[2009/05/11 09:48:00] 37
[2009/05/11 09:49:00] 35
[2009/05/11 09:50:00] 33
[2009/05/11 09:51:00] 31
[2009/05/11 09:52:00] 29
[2009/05/11 09:53:00] 27
[2009/05/11 09:54:00] 25
[2009/05/11 09:55:00] 23
[2009/05/11 09:56:00] 21
[2009/05/11 09:57:00] 20
[2009/05/11 09:58:00] 18
[2009/05/11 09:59:00] 16
[2009/05/11 10:00:00] 14
[2009/05/11 10:01:00] 12
[2009/05/11 10:02:00] 10
[2009/05/11 10:03:00] 8
[2009/05/11 10:04:00] 6
[2009/05/11 10:05:00] 4
[2009/05/11 10:06:00] 2
[2009/05/11 10:07:00] 0
[2009/05/11 10:08:00] -1
[2009/05/11 10:09:00] -3
[2009/05/11 10:10:00] -5
[2009/05/11 10:11:00] -7
[2009/05/11 10:12:00] -9
[2009/05/11 10:13:00] -11
[2009/05/11 10:14:00] -13
[2009/05/11 10:15:00] -15
[2009/05/11 10:16:00] -17
[2009/05/11 10:17:00] -19
[2009/05/11 10:18:00] -21
[2009/05/11 10:19:00] -23
[2009/05/11 10:20:00] -25
[2009/05/11 10:21:00] -27
[2009/05/11 10:22:00] -29
[2009/05/11 10:23:00] -31
[2009/05/11 10:24:00] -33
[2009/05/11 10:25:00] -35
[2009/05/11 10:26:00] -36
[2009/05/11 10:27:00] -38
[2009/05/11 10:28:00] -40
[2009/05/11 10:29:00] -42
[2009/05/11 10:30:00] -44
[2009/05/11 10:31:00] -46
[2009/05/11 10:32:00] -47
[2009/05/11 10:33:00] -49
[2009/05/11 10:34:00] -51
[2009/05/11 10:35:00] -52
[2009/05/11 10:36:00] -54
[2009/05/11 10:37:00] -56
[2009/05/11 10:38:00] -57
[2009/05/11 10:39:00] -59
[2009/05/11 10:40:00] -61
[2009/05/11 10:41:00] -62
[2009/05/11 10:42:00] -64
[2009/05/11 10:43:00] -65
[2009/05/11 10:44:00] -67
[2009/05/11 10:45:00] -68
[2009/05/11 10:46:00] -70
[2009/05/11 10:47:00] -71
[2009/05/11 10:48:00] -73
[2009/05/11 10:49:00] -74
[2009/05/11 10:50:00] -75
[2009/05/11 10:51:00] -76
[2009/05/11 10:52:00] -78
[2009/05/11 10:53:00] -79
[2009/05/11 10:54:00] -80
[2009/05/11 10:55:00] -81
[2009/05/11 10:56:00] -82
[2009/05/11 10:57:00] -84
[2009/05/11 10:58:00] -85
[2009/05/11 10:59:00] -86
[2009/05/11 11:00:00] -87
[2009/05/11 11:01:00] -88
[2009/05/11 11:02:00] -89
[2009/05/11 11:03:00] -89
[2009/05/11 11:04:00] -90
[2009/05/11 11:05:00] -91
[2009/05/11 11:06:00] -92
[2009/05/11 11:07:00] -93
[2009/05/11 11:08:00] -93
[2009/05/11 11:09:00] -94
[2009/05/11 11:10:00] -95
[2009/05/11 11:11:00] -95
[2009/05/11 11:12:00] -96
[2009/05/11 11:13:00] -96
[2009/05/11 11:14:00] -97
[2009/05/11 11:15:00] -97
[2009/05/11 11:16:00] -98
[2009/05/11 11:17:00] -98
[2009/05/11 11:18:00] -98
[2009/05/11 11:19:00] -99
[2009/05/11 11:20:00] -99
[2009/05/11 11:21:00] -99
[2009/05/11 11:22:00] -99
[2009/05/11 11:23:00] -99
[2009/05/11 11:24:00] -99
[2009/05/11 11:25:00] -99
[2009/05/11 11:26:00] -99
[2009/05/11 11:27:00] -99
[2009/05/11 11:28:00] -99
[2009/05/11 11:29:00] -99
[2009/05/11 11:30:00] -99
[2009/05/11 11:31:00] -99
[2009/05/11 11:32:00] -99
[2009/05/11 11:33:00] -98
[2009/05/11 11:34:00] -98
[2009/05/11 11:35:00] -98
[2009/05/11 11:36:00] -97
[2009/05/11 11:37:00] -97
[2009/05/11 11:38:00] -96
[2009/05/11 11:39:00] -96
[2009/05/11 11:40:00] -95
[2009/05/11 11:41:00] -95
[2009/05/11 11:42:00] -94
[2009/05/11 11:43:00] -94
[2009/05/11 11:44:00] -93
[2009/05/11 11:45:00] -92
[2009/05/11 11:46:00] -91
[2009/05/11 11:47:00] -90
[2009/05/11 11:48:00] -90
[2009/05/11 11:49:00] -89
[2009/05/11 11:50:00] -88
[2009/05/11 11:51:00] -87
[2009/05/11 11:52:00] -86
[2009/05/11 11:53:00] -85
[2009/05/11 11:54:00] -84
[2009/05/11 11:55:00] -83
[2009/05/11 11:56:00] -82
[2009/05/11 11:57:00] -80
[2009/05/11 11:58:00] -79
[2009/05/11 11:59:00] -78
[2009/05/11 12:00:00] -77
[2009/05/11 12:01:00] -75
[2009/05/11 12:02:00] -74
